# number / title	text	type	code	data
Vastaavaa				
__Pysyvät vastaavat				
425212	Lynx marginaalilaina PLN	LIABILITY	____STOCK_BROKER_LOANS	{"plugin": "LynxImport", "currency": "PLN"}
425213	Lynx marginaalilaina RUB	LIABILITY	____STOCK_BROKER_LOANS	{"plugin": "LynxImport", "currency": "RUB"}
425214	Lynx marginaalilaina SEK	LIABILITY	____STOCK_BROKER_LOANS	{"plugin": "LynxImport", "currency": "SEK"}
425215	Lynx marginaalilaina CHF	LIABILITY	____STOCK_BROKER_LOANS	{"plugin": "LynxImport", "currency": "CHF"}
425216	Lynx marginaalilaina SGD	LIABILITY	____STOCK_BROKER_LOANS	{"plugin": "LynxImport", "currency": "SGD"}
425217	Lynx marginaalilaina ZAR	LIABILITY	____STOCK_BROKER_LOANS	{"plugin": "LynxImport", "currency": "ZAR"}
425218	Lynx marginaalilaina KRW	LIABILITY	____STOCK_BROKER_LOANS	{"plugin": "LynxImport", "currency": "KRW"}
425219	Lynx marginaalilaina CZK	LIABILITY	____STOCK_BROKER_LOANS	{"plugin": "LynxImport", "currency": "CZK"}
425220	Lynx marginaalilaina HUF	LIABILITY	____STOCK_BROKER_LOANS	{"plugin": "LynxImport", "currency": "HUF"}
425221	Lynx marginaalilaina USD	LIABILITY	____STOCK_BROKER_LOANS	{"plugin": "LynxImport", "currency": "USD"}
____Osakkeiden lyhyeksimyynti				
4450	Nordnet osakelainaus	LIABILITY	____SHORT_SELLING_STOCKS	{"plugin": "NordnetImport"}
4452	Lynx osakelainaus	LIABILITY	____SHORT_SELLING_STOCKS	{"plugin": "LynxImport"}
____Eläkelainat				
4500	Pitkäaikaiset eläkelainat	LIABILITY		
____Saadut ennakot				
4510	Pitkäaikaiset saadut ennakot	LIABILITY		
____Ostovelat				
4520	Pitkäaikaiset ostovelat	LIABILITY		
4525	Pitkäaikaiset osamaksuvelat	LIABILITY		
____Muut velat				
4530	Pitkäaikaiset velat työntekijöille	LIABILITY		
4535	Pitkäaikaiset velat johdolle	LIABILITY		
4540	Pitkäaikaiset velat osakkaille	LIABILITY		
4545	Pitkäaikaiset optiolainat	LIABILITY		
4550	Pitkäaikaiset saadut vuokravakuudet	LIABILITY		
4555	Pitkäaikaiset muut velat	LIABILITY		
____Siirtovelat				
4560	Pitkäaikaiset siirtovelat	LIABILITY		
____Laskennalliset verovelat				
4570	Pitkäaikaiset laskennalliset verovelat	LIABILITY		
___Lyhytaikainen vieras pääoma				
____Joukkovelkakirjalainat				
4600	Joukkovelkakirjalainat	LIABILITY		
4605	Obligaatiolainat	LIABILITY		
4610	Debentuurilainat	LIABILITY		
4615	Muut joukkovelkakirjalainat	LIABILITY		
____Vaihtovelkakirjalainat				
4620	Vaihtovelkakirjalainat	LIABILITY		
____Lainat rahoituslaitoksilta				
4630	Pitkäaikaisen rahoituslaitoslainan 1 lyhennyserät	LIABILITY		
4635	Pitkäaikaisen rahoituslaitoslainan 2 lyhennyserät	LIABILITY		
4640	Pitkäaikaisen rahoituslaitoslainan 3 lyhennyserät	LIABILITY		
4645	Lyhytaikainen rahoituslaitoslaina 1	LIABILITY		
4650	Lyhytaikainen rahoituslaitoslaina 2	LIABILITY		
4655	Lyhytaikainen rahoituslaitoslaina 3	LIABILITY		
4660	Pitkäaikaisen rahoitusyhtiölainan 1 lyhennyserät	LIABILITY		
4665	Pitkäaikaisen rahoitusyhtiölainan 2 lyhennyserät	LIABILITY		
4670	Pitkäaikaisen rahoitusyhtiölainan 3 lyhennyserät	LIABILITY		
4675	Lyhytaikainen rahoitusyhtiölaina 1	LIABILITY		
4680	Lyhytaikainen rahoitusyhtiölaina 2	LIABILITY		
4685	Lyhytaikainen rahoitusyhtiölaina 3	LIABILITY		
4690	Muut lyhytaikaiset lainat rahoituslaitoksilta	LIABILITY		
____Eläkelainat				
4700	Lyhytaikaiset eläkelainat	LIABILITY		
____Saadut ennakot				
4710	Saadut ennakot	LIABILITY		
____Ostovelat				
4720	Ostovelat 1	LIABILITY		
4725	Ostovelat 2	LIABILITY		
4730	Ostovelat 3	LIABILITY		
4735	Ostovelat investoinneista	LIABILITY		
4740	Ostovelat ennakkolaskuista	LIABILITY		
4745	Osamaksuvelat	LIABILITY		
4750	Maksuliikennetili	LIABILITY		
4755	Muut ostovelat	LIABILITY		
____Muut velat				
4760	Ennakonpidätysvelka	LIABILITY		
4765	Sosiaaliturvamaksuvelka	LIABILITY		
4770	Ulosottotilitysvelka	LIABILITY		
4775	Tilitysvelat	LIABILITY		
4780	Maksuunpantu verovelka	LIABILITY		
4785	Maksuunpantu ennakkoverovelka	LIABILITY		
