# number / title	text	type	code	data
Vastaavaa				
__Pysyvät vastaavat				
___Aineettomat hyödykkeet				
____Perustamismenot				
2649	Muut pitkäaikaiset lainat rahoituslaitoksilta	LIABILITY		
____Eläkelainat				
2651	Pitkäaikaiset eläkelainat	LIABILITY		
____Saadut ennakot				
2661	Pitkäaikaiset saadut ennakot	LIABILITY		
____Ostovelat				
2671	Pitkäaikaiset ostovelat	LIABILITY		
2681	Pitkäaikaiset osamaksuvelat	LIABILITY		
____Rahoitusvekselit				
2691	Pitkäaikaiset rahoitusvekselit	LIABILITY		
____Velat saman konsernin yrityksille				
2701	Pitkäaikaiset saadut ennakot konserniyrityksiltä	LIABILITY		
2703	Pitkäaikaiset ostovelat konserniyrityksille	LIABILITY		
2705	Pitkäaikaiset rahoitusvekselit konserniyrityksiltä	LIABILITY		
2707	Pitkäaikaiset muut velat konserniyrityksille	LIABILITY		
2709	Pitkäaikaiset siirtovelat konserniyrityksille	LIABILITY		
____Velat omistusyhteysyrityksille				
2711	Pitkäaikaiset saadut ennakot omistusyhteysyrityksiltä	LIABILITY		
2713	Pitkäaikaiset ostovelat omistusyhteysyrityksiltä	LIABILITY		
2715	Pitkäaikaiset rahoitusvekselit omistusyhteysyrityksiltä	LIABILITY		
2717	Pitkäaikaiset muut velat omistusyhteysyrityksiltä	LIABILITY		
2719	Pitkäaikaiset siirtovelat omistusyhteysyrityksiltä	LIABILITY		
____Muut velat				
2721	Pitkäaikaiset velat työntekijöille	LIABILITY		
2723	Pitkäaikaiset velat johdolle	LIABILITY		
2725	Pitkäaikaiset velat osakkaille	LIABILITY		
2731	Pitkäaikaiset optiolainat	LIABILITY		
2741	Pitkäaikaiset saadut vuokravakuudet	LIABILITY		
2749	Pitkäaikaiset muut velat	LIABILITY		
____Siirtovelat				
2751	Pitkäaikaiset siirtovelat	LIABILITY		
____Laskennalliset verovelat				
2771	Pitkäaikaiset laskennalliset verovelat	LIABILITY		
___Lyhytaikainen vieras pääoma				
____Joukkovelkakirjalainat				
2801	Joukkovelkakirjalainat	LIABILITY		
2803	Obligaatiolainat	LIABILITY		
2805	Debentuurilainat	LIABILITY		
2809	Muut joukkovelkakirjalainat	LIABILITY		
____Vaihtovelkakirjalainat				
2811	Vaihtovelkakirjalainat	LIABILITY		
____Lainat rahoituslaitoksilta				
2821	Pitkäaikaisen rahoituslaitoslainan 1 lyhennyserät	LIABILITY		
2822	Pitkäaikaisen rahoituslaitoslainan 2 lyhennyserät	LIABILITY		
2823	Pitkäaikaisen rahoituslaitoslainan 3 lyhennyserät	LIABILITY		
2825	Lyhytaikainen rahoituslaitoslaina 1	LIABILITY		
2826	Lyhytaikainen rahoituslaitoslaina 2	LIABILITY		
2827	Lyhytaikainen rahoituslaitoslaina 3	LIABILITY		
2831	Pitkäaikaisen rahoitusyhtiölainan 1 lyhennyserät	LIABILITY		
2832	Pitkäaikaisen rahoitusyhtiölainan 2 lyhennyserät	LIABILITY		
2833	Pitkäaikaisen rahoitusyhtiölainan 3 lyhennyserät	LIABILITY		
2835	Lyhytaikainen rahoitusyhtiölaina 1	LIABILITY		
2836	Lyhytaikainen rahoitusyhtiölaina 2	LIABILITY		
2837	Lyhytaikainen rahoitusyhtiölaina 3	LIABILITY		
2841	Factoring-luottotili	LIABILITY		
2849	Muut lyhytaikaiset lainat rahoituslaitoksilta	LIABILITY		
____Eläkelainat				
2851	Lyhytaikaiset eläkelainat	LIABILITY		
____Saadut ennakot				
2861	Saadut ennakot	LIABILITY		
____Ostovelat				
2871	Ostovelat 1	LIABILITY		
2872	Ostovelat 2	LIABILITY		
2873	Ostovelat 3	LIABILITY		
2877	Ostovelat investoinneista	LIABILITY		
2879	Ostovelat ennakkolaskuista	LIABILITY		
2881	Osamaksuvelat	LIABILITY		
2888	Maksuliikennetili	LIABILITY		
2889	Muut ostovelat	LIABILITY		
____Rahoitusvekselit				
2891	Rahoitusvekselit	LIABILITY		
____Velat saman konsernin yrityksille				
2901	Saadut ennakot konserniyrityksiltä	LIABILITY		
2903	Ostovelat konserniyrityksille	LIABILITY		
2905	Rahoitusvekselit konserniyrityksiltä	LIABILITY		
2907	Muut velat konserniyrityksille	LIABILITY		
2909	Siirtovelat konserniyrityksille	LIABILITY		
____Velat omistusyhteysyrityksille				
2911	Saadut ennakot omistusyhteysyrityksiltä	LIABILITY		
2913	Ostovelat omistusyhteysyrityksille	LIABILITY		
2915	Rahoitusvekselit omistusyhteysyrityksiltä	LIABILITY		
2917	Muut velat omistusyhteysyrityksille	LIABILITY		
2919	Siirtovelat omistusyhteysyrityksille	LIABILITY		
____Muut velat				
2921	Ennakonpidätysvelka	LIABILITY		
2923	Sosiaaliturvamaksuvelka	LIABILITY		
2925	Jäsenmaksutilitysvelka 1	LIABILITY		
2926	Jäsenmaksutilitysvelka 2	LIABILITY		
2927	Jäsenmaksutilitysvelka 3	LIABILITY		
2931	TyEL-velka	LIABILITY		
2933	Ulosottotilitysvelka	LIABILITY		
2935	Tilitysvelat	LIABILITY		
2937	Maksuunpantu verovelka	LIABILITY		
2938	Maksuunpantu ennakkoverovelka	LIABILITY		
2939	Arvonlisäverovelka	LIABILITY	VAT_PAYABLE	
29391	Alv myynnistä	LIABILITY	VAT_FROM_SALES	
29392	Alv ostoista	LIABILITY	VAT_FROM_PURCHASES	
29393	Alv suoritettava EU-ostoista	LIABILITY		
29394	Alv vähennettävä EU-ostoista	LIABILITY		
29395	Alv suoritettava rak.palveluista	LIABILITY		
29396	Alv vähennettävä rak.palveluista	LIABILITY		
2940	Velat työntekijöille	LIABILITY		
2941	Velat osakkaille	LIABILITY		
2942	Velat johdolle	LIABILITY		
2943	Voitonjakovelat	LIABILITY		
2944	Optiolainat	LIABILITY		
2945	Saadut vuokravakuudet	LIABILITY		
2947	Selvittelytili	LIABILITY		
2949	Muut lyhytaikaiset velat	LIABILITY		
____Siirtovelat				
2951	Vuokratulot (siirtovelat)	LIABILITY		
2953	Korkotulot (siirtovelat)	LIABILITY		
2955	Jaksotetut investointiavustukset (siirtovelat)	LIABILITY		
2959	Muut tuloennakot (siirtovelat)	LIABILITY		
2961	Palkkamenot (siirtovelat)	LIABILITY		
2962	Lomapalkkamenot (siirtovelat)	LIABILITY		
2963	Eläkevakuutusmaksut (siirtovelat)	LIABILITY		
